Format Version,1.23,Take Name,Werikson_IC_Gesto_B,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2022-02-09 02.21.22.268 ,Total Frames in Take,1595,Total Exported Frames,1595,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Gesture:Head,Gesture:Head,Gesture:Head,Gesture:Left,Gesture:Left,Gesture:Left,Gesture:Right,Gesture:Right,Gesture:Right,Gesture:Teste1,Gesture:Teste1,Gesture:Teste1
,ID,"67186D7C94E311EC6E30FC7E4D48E899","67186D7C94E311EC6E30FC7E4D48E899","67186D7C94E311EC6E30FC7E4D48E899","67186D7E94E311EC6E30FC7E4D48E899","67186D7E94E311EC6E30FC7E4D48E899","67186D7E94E311EC6E30FC7E4D48E899","67186D8094E311EC6E30FC7E4D48E899","67186D8094E311EC6E30FC7E4D48E899","67186D8094E311EC6E30FC7E4D48E899","9B37ADC794E311EC6E30FC7E4D48E899","9B37ADC794E311EC6E30FC7E4D48E899","9B37ADC794E311EC6E30FC7E4D48E899"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
405,1.687500,0.097198,1.707173,-0.123677,0.540569,0.961198,-0.148350,-0.306139,0.977640,-0.227629,,,
406,1.691667,0.097315,1.707207,-0.123794,0.541740,0.962227,-0.147439,-0.307714,0.978909,-0.226743,,,
407,1.695833,0.097505,1.707630,-0.123798,0.543455,0.963378,-0.146249,-0.310141,0.980878,-0.226085,,,
408,1.700000,0.097603,1.707495,-0.123946,0.544768,0.964802,-0.144809,-0.312064,0.982310,-0.225206,,,
409,1.704167,0.098048,1.707443,-0.124045,0.546017,0.966262,-0.144049,-0.313626,0.983888,-0.224427,,,
410,1.708333,0.098152,1.707478,-0.124166,0.547623,0.967558,-0.142717,-0.315839,0.985353,-0.223640,,,
411,1.712500,0.098205,1.707567,-0.124184,0.549031,0.969024,-0.141595,-0.317232,0.986946,-0.222905,,,
412,1.716667,0.098377,1.707762,-0.124283,0.550461,0.970137,-0.140498,-0.319158,0.988643,-0.221951,,,
413,1.720833,0.098498,1.707806,-0.124416,0.551797,0.971352,-0.139189,-0.321877,0.991233,-0.221567,,,
414,1.725000,0.098633,1.707817,-0.124731,0.553604,0.972955,-0.138188,-0.323402,0.992883,-0.220755,,,
415,1.729167,0.098721,1.707862,-0.124852,0.554803,0.974082,-0.137196,-0.325329,0.994377,-0.219592,,,
416,1.733333,0.098826,1.707909,-0.124982,0.556501,0.975866,-0.135648,-0.326679,0.995716,-0.218592,,,
417,1.737500,0.098912,1.707940,-0.125120,0.558022,0.976999,-0.134444,-0.329041,0.997623,-0.217908,,,
418,1.741667,0.098951,1.707763,-0.125356,0.559372,0.978561,-0.133115,-0.331060,0.999101,-0.216824,,,
419,1.745833,0.099568,1.708230,-0.125981,0.560807,0.980077,-0.131471,-0.332717,1.001836,-0.216350,,,
420,1.750000,0.099600,1.708154,-0.126042,0.562068,0.981520,-0.130645,-0.335172,1.003817,-0.215634,,,
421,1.754167,0.099497,1.708090,-0.126136,0.563782,0.983078,-0.129219,-0.336506,1.005246,-0.214543,,,
422,1.758333,0.099588,1.708134,-0.126284,0.565027,0.984406,-0.128002,-0.338359,1.006854,-0.213337,,,
423,1.762500,0.099690,1.708121,-0.126598,0.566403,0.985678,-0.126611,-0.340917,1.008994,-0.212464,,,
424,1.766667,0.099766,1.708153,-0.126755,0.567984,0.987355,-0.125173,-0.342556,1.011561,-0.211878,,,
425,1.770833,0.099828,1.708178,-0.126907,0.569240,0.988839,-0.124211,-0.344293,1.013132,-0.210575,,,
426,1.775000,0.099911,1.708226,-0.127046,0.570923,0.990727,-0.122517,-0.346356,1.015160,-0.209934,,,
427,1.779167,0.099853,1.708439,-0.127262,0.572402,0.991982,-0.121195,-0.348276,1.017054,-0.208772,,,
428,1.783333,0.099927,1.708462,-0.127430,0.573801,0.993541,-0.119474,-0.350255,1.018955,-0.207346,,,
429,1.787500,0.100021,1.708488,-0.127566,0.575386,0.996170,-0.119146,-0.351671,1.021313,-0.206528,,,
430,1.791667,0.100404,1.708433,-0.127715,0.576329,0.996704,-0.117031,-0.354085,1.023622,-0.205610,,,
431,1.795833,0.100484,1.708464,-0.127895,0.577973,0.998521,-0.115327,-0.356017,1.025406,-0.204443,,,
432,1.800000,0.100586,1.708614,-0.128359,0.579606,0.999998,-0.113995,-0.357614,1.027359,-0.203264,,,
433,1.804167,0.101100,1.708607,-0.128935,0.580644,1.001542,-0.112453,-0.359852,1.030350,-0.202289,,,
434,1.808333,0.100750,1.708689,-0.129469,0.582211,1.003090,-0.110803,-0.361834,1.032225,-0.201079,,,
435,1.812500,0.100808,1.708728,-0.129635,0.583900,1.005156,-0.109213,-0.363353,1.034276,-0.199967,,,
436,1.816667,0.100887,1.708762,-0.129803,0.585167,1.006577,-0.107821,-0.365212,1.036415,-0.198763,,,
437,1.820833,0.100992,1.709022,-0.129850,0.586568,1.008341,-0.106243,-0.367276,1.039161,-0.197742,,,
438,1.825000,0.101191,1.708873,-0.129852,0.588082,1.010102,-0.104551,-0.369145,1.041348,-0.196390,,,
439,1.829167,0.101262,1.708901,-0.130015,0.589328,1.011910,-0.102680,-0.370974,1.043531,-0.195141,,,
440,1.833333,0.101400,1.709434,-0.130352,0.590930,1.013839,-0.101335,-0.373412,1.046508,-0.194134,,,
441,1.837500,0.101457,1.709471,-0.130522,0.593072,1.017148,-0.100064,-0.374933,1.048653,-0.192672,,,
442,1.841667,0.101543,1.709489,-0.131182,0.593542,1.017721,-0.097475,-0.376743,1.050900,-0.191349,,,
443,1.845833,0.101628,1.709532,-0.131365,0.594336,1.017957,-0.094798,-0.378233,1.053254,-0.189894,,,
444,1.850000,0.101685,1.709575,-0.131551,0.596207,1.021706,-0.094233,-0.380717,1.056087,-0.188745,,,
445,1.854167,0.101888,1.709363,-0.131838,0.597298,1.021927,-0.091440,-0.384512,1.059290,-0.188036,,,
446,1.858333,0.102059,1.709294,-0.132170,0.598806,1.023993,-0.089422,-0.386817,1.062075,-0.186946,,,
447,1.862500,0.102049,1.709622,-0.132443,0.599724,1.025801,-0.087858,-0.385821,1.063835,-0.184883,,,
448,1.866667,0.102134,1.709885,-0.132509,0.602485,1.031138,-0.087793,-0.387253,1.066483,-0.183322,,,
449,1.870833,0.102139,1.709555,-0.132959,0.602730,1.030427,-0.084009,-0.390048,1.069633,-0.182007,,,
450,1.875000,0.102350,1.709745,-0.133010,0.605365,1.035731,-0.083757,-0.391778,1.072398,-0.180437,,,
451,1.879167,0.102409,1.709793,-0.133211,0.606965,1.038564,-0.081564,-0.393418,1.075183,-0.178997,,,
452,1.883333,0.102511,1.709960,-0.133718,0.607958,1.040423,-0.079692,-0.395348,1.078123,-0.177820,,,
453,1.887500,0.102518,1.709903,-0.133852,0.609669,1.042850,-0.077727,-0.397151,1.081068,-0.176526,,,
454,1.891667,0.102594,1.709942,-0.134057,0.610714,1.045215,-0.076076,-0.398579,1.083855,-0.174785,,,
455,1.895833,0.102675,1.709973,-0.134248,0.612139,1.047601,-0.073943,-0.400733,1.086837,-0.173328,,,
456,1.900000,0.102564,1.709912,-0.134690,0.613406,1.049838,-0.071808,-0.404051,1.090168,-0.172663,,,
457,1.904167,0.102617,1.709851,-0.135242,0.614757,1.052620,-0.069744,-0.407008,1.093418,-0.171474,,,
458,1.908333,0.103023,1.709885,-0.135654,0.616031,1.055271,-0.067330,-0.408078,1.096140,-0.168829,,,
459,1.912500,0.103102,1.709922,-0.135841,0.617500,1.057746,-0.065155,-0.407745,1.098562,-0.165790,,,
460,1.916667,0.103188,1.709994,-0.136058,0.618890,1.060557,-0.063206,-0.408075,1.101252,-0.164074,,,
461,1.920833,0.103283,1.710119,-0.136317,0.620334,1.063706,-0.060671,-0.408438,1.104198,-0.163890,,,
462,1.925000,0.103374,1.710273,-0.136583,0.621722,1.066586,-0.058528,-0.409000,1.107430,-0.164154,,,
463,1.929167,0.103460,1.710435,-0.136843,0.622241,1.068553,-0.056943,-0.409928,1.110980,-0.163786,,,
464,1.933333,0.103579,1.710443,-0.137220,0.623700,1.071281,-0.054742,-0.411095,1.114700,-0.162741,,,
465,1.937500,0.103697,1.710487,-0.137429,0.625621,1.072807,-0.052224,-0.414049,1.118929,-0.161133,,,
466,1.941667,0.103618,1.710723,-0.137512,0.626603,1.077406,-0.050713,-0.418171,1.123052,-0.159508,,,
467,1.945833,0.103745,1.710767,-0.137697,0.626667,1.082129,-0.048503,-0.424294,1.127267,-0.157824,,,
468,1.950000,0.103794,1.710605,-0.137983,0.628154,1.085243,-0.045999,-0.429236,1.131268,-0.156887,,,
469,1.954167,0.104399,1.710961,-0.138428,0.631981,1.086624,-0.043902,-0.432527,1.135060,-0.156594,,,
470,1.958333,0.104525,1.711257,-0.138495,0.631790,1.090681,-0.041285,-0.434214,1.138691,-0.156345,,,
471,1.962500,0.104631,1.711315,-0.139137,0.634749,1.092858,-0.039460,-0.436067,1.142485,-0.155018,,,
472,1.966667,0.104899,1.711679,-0.139370,0.635910,1.096279,-0.037266,-0.437416,1.146415,-0.153110,,,
473,1.970833,0.105015,1.711742,-0.139574,0.637244,1.099736,-0.035274,-0.438894,1.150401,-0.151677,,,
474,1.975000,0.105136,1.711824,-0.139762,0.637673,1.102628,-0.033263,-0.440303,1.154462,-0.150236,,,
475,1.979167,0.105267,1.711885,-0.139959,0.639389,1.105987,-0.031437,-0.441765,1.158473,-0.148600,,,
476,1.983333,0.105620,1.711946,-0.140141,0.640479,1.109554,-0.029225,-0.443348,1.162490,-0.147155,,,
477,1.987500,0.105641,1.711977,-0.140355,0.641286,1.112600,-0.027222,-0.445035,1.166527,-0.146098,,,
478,1.991667,0.105786,1.712045,-0.140729,0.643283,1.117511,-0.025227,-0.446188,1.170487,-0.144253,,,
479,1.995833,0.106389,1.712181,-0.141231,0.644529,1.121183,-0.023247,-0.446644,1.174348,-0.141136,,,
480,2.000000,0.106335,1.712170,-0.141608,0.645832,1.124369,-0.020899,-0.447624,1.178574,-0.138628,,,
481,2.004167,0.106051,1.712305,-0.142150,0.646196,1.127515,-0.018922,-0.450091,1.183304,-0.138395,,,
482,2.008333,0.106186,1.712355,-0.142361,0.647300,1.131469,-0.016964,-0.451438,1.186625,-0.136726,,,
483,2.012500,0.106311,1.712425,-0.142569,0.648821,1.135777,-0.015033,-0.449916,1.187853,-0.131040,,,
484,2.016667,0.106448,1.712508,-0.142761,0.650020,1.139631,-0.013109,-0.446109,1.187215,-0.122197,,,
485,2.020833,0.106481,1.712556,-0.142933,0.651151,1.143475,-0.011195,-0.449432,1.194340,-0.124029,,,
486,2.025000,0.106511,1.712588,-0.143143,0.650887,1.146079,-0.009270,-0.455611,1.204561,-0.130260,,,
487,2.029167,0.106837,1.712684,-0.143513,0.652776,1.151358,-0.007397,-0.457516,1.210113,-0.130213,,,
488,2.033333,0.107412,1.712838,-0.144003,0.653407,1.154709,-0.005527,-0.457672,1.213567,-0.127452,,,
489,2.037500,0.107571,1.713010,-0.144506,0.654409,1.159036,-0.003333,-0.458925,1.218041,-0.126055,,,
490,2.041667,0.107872,1.713197,-0.144572,0.655565,1.163886,-0.001168,-0.459702,1.222330,-0.124366,,,
491,2.045833,0.107977,1.713389,-0.144819,0.656502,1.168284,0.000646,-0.460931,1.227103,-0.123048,,,
492,2.050000,0.108121,1.713432,-0.145175,0.657200,1.172177,0.002266,-0.461855,1.231579,-0.121890,,,
493,2.054167,0.108417,1.713805,-0.145370,0.657800,1.175755,0.004060,-0.462827,1.236373,-0.120489,,,
494,2.058333,0.108541,1.713876,-0.145554,0.658406,1.179544,0.005810,-0.463544,1.240664,-0.118807,,,
495,2.062500,0.108719,1.713882,-0.145835,0.659071,1.183689,0.007523,-0.464398,1.245075,-0.117426,,,
496,2.066667,0.108824,1.713955,-0.146019,0.659861,1.188094,0.009275,-0.465622,1.249825,-0.116163,,,
497,2.070833,0.108871,1.713910,-0.146204,0.660734,1.192596,0.011071,-0.458129,1.247193,-0.102100,,,
498,2.075000,0.109318,1.714100,-0.146956,0.661533,1.197253,0.012842,-0.466977,1.259241,-0.113897,,,
499,2.079167,0.109362,1.714053,-0.147078,0.662071,1.201676,0.014530,-0.467770,1.263973,-0.112578,,,
500,2.083333,0.109479,1.714097,-0.147476,0.662416,1.205867,0.016154,-0.468432,1.268667,-0.111452,,,
501,2.087500,0.109571,1.714163,-0.147658,0.662866,1.209984,0.017807,-0.460120,1.266346,-0.096582,,,
502,2.091667,0.109667,1.714236,-0.147847,0.663394,1.214091,0.019428,-0.461307,1.270672,-0.096293,,,
503,2.095833,0.109748,1.714317,-0.148032,0.664091,1.218745,0.020971,-0.468040,1.281008,-0.104409,,,
504,2.100000,0.109819,1.714394,-0.148210,0.664902,1.223857,0.022461,-0.470540,1.287500,-0.106498,,,
505,2.104167,0.109895,1.714461,-0.148387,0.665930,1.228593,0.023561,-0.463262,1.284140,-0.094155,,,
506,2.108333,0.109620,1.714592,-0.148717,0.666245,1.232677,0.024807,-0.465758,1.290980,-0.096078,,,
507,2.112500,0.109632,1.714772,-0.149335,0.665633,1.236487,0.026589,-0.472008,1.301972,-0.103669,,,
508,2.116667,0.110284,1.714937,-0.150087,0.665610,1.240836,0.028159,-0.472239,1.306918,-0.102662,,,
509,2.120833,0.110298,1.714912,-0.150233,0.666325,1.245840,0.029463,-0.462436,1.304845,-0.087169,,,
510,2.125000,0.110507,1.715307,-0.150393,0.667116,1.250867,0.030739,-0.472783,1.316216,-0.100051,,,
511,2.129167,0.110576,1.715403,-0.150567,0.667319,1.255284,0.032225,-0.472668,1.320984,-0.099038,,,
512,2.133333,0.110480,1.715657,-0.150642,0.667009,1.259186,0.033895,-0.472871,1.325591,-0.097820,,,
513,2.137500,0.110557,1.715721,-0.150815,0.667350,1.263474,0.034895,-0.475348,1.330550,-0.098488,,,
514,2.141667,0.110815,1.716112,-0.150987,0.667725,1.268324,0.035901,-0.475918,1.335864,-0.098070,,,
515,2.145833,0.110873,1.716174,-0.151322,0.667483,1.273348,0.037581,-0.475674,1.339625,-0.096581,,,
516,2.150000,0.110951,1.716255,-0.151490,0.666455,1.278874,0.038758,-0.476214,1.344630,-0.095606,,,
517,2.154167,0.110972,1.716465,-0.152005,0.664061,1.285256,0.039055,-0.476284,1.348979,-0.094758,,,
518,2.158333,0.111015,1.716636,-0.152458,0.660607,1.292276,0.038670,-0.476234,1.353895,-0.093859,,,
519,2.162500,0.111093,1.716739,-0.152801,0.656399,1.299717,0.037797,-0.476063,1.358572,-0.093009,,,
520,2.166667,0.111197,1.716791,-0.153054,0.651745,1.307361,0.036633,-0.475953,1.363431,-0.092117,,,
521,2.170833,0.111313,1.716809,-0.153240,0.646951,1.314989,0.035372,-0.475868,1.367815,-0.091345,,,
522,2.175000,0.111431,1.716809,-0.153380,0.642324,1.322385,0.034211,-0.475166,1.372587,-0.090561,,,
523,2.179167,0.111539,1.716807,-0.153494,0.638172,1.329331,0.033344,-0.474832,1.377223,-0.089754,,,
524,2.183333,0.111627,1.716821,-0.153606,0.634800,1.335607,0.032967,-0.474514,1.382027,-0.088906,,,
525,2.187500,0.111681,1.716867,-0.153735,0.632516,1.340998,0.033276,-0.474264,1.386614,-0.088079,,,
526,2.191667,0.111716,1.716934,-0.153881,0.631626,1.345283,0.034467,-0.473905,1.391093,-0.087286,,,
527,2.195833,0.111762,1.717004,-0.154034,0.632437,1.348247,0.036734,-0.473368,1.395678,-0.086505,,,
528,2.200000,0.111679,1.717097,-0.154334,0.635257,1.349671,0.040274,-0.472923,1.400417,-0.085699,,,
529,2.204167,0.111482,1.717207,-0.154759,0.640391,1.349336,0.045281,-0.472552,1.405511,-0.085218,,,
530,2.208333,0.111392,1.717292,-0.155057,0.648148,1.347026,0.051952,-0.472192,1.410556,-0.084756,,,
531,2.212500,0.111429,1.717349,-0.155208,0.657317,1.343655,0.059520,-0.471441,1.414773,-0.083725,,,
532,2.216667,0.111447,1.717411,-0.155346,0.656271,1.347024,0.059852,-0.470290,1.418210,-0.082103,,,
533,2.220833,0.111556,1.717676,-0.155600,0.655211,1.350930,0.060669,-0.468307,1.421339,-0.080889,,,
534,2.225000,0.111677,1.717941,-0.155852,0.651498,1.353350,0.067846,-0.464997,1.423987,-0.080341,,,
535,2.229167,0.111720,1.718005,-0.155986,0.647715,1.355552,0.075160,-0.460856,1.426355,-0.080232,,,
536,2.233333,0.111747,1.718048,-0.156107,0.646515,1.359020,0.076253,-0.456384,1.428647,-0.080337,,,
537,2.237500,0.111766,1.718100,-0.156224,0.645492,1.363438,0.077579,-0.452078,1.431066,-0.080430,,,
538,2.241667,0.111791,1.718180,-0.156351,0.643985,1.366807,0.078502,-0.448436,1.433814,-0.080284,,,
539,2.245833,0.111670,1.718399,-0.156373,0.642645,1.371446,0.078915,-0.445958,1.437093,-0.079674,,,
540,2.250000,0.112008,1.718439,-0.156746,0.641515,1.375529,0.079212,-0.444227,1.440706,-0.078757,,,
541,2.254167,0.112040,1.718576,-0.157195,0.639903,1.379038,0.081206,-0.443455,1.445011,-0.077667,,,
542,2.258333,0.112043,1.718548,-0.157255,0.638711,1.383055,0.081447,-0.441897,1.449094,-0.076974,,,
543,2.262500,0.112231,1.718906,-0.157408,0.637391,1.386819,0.082857,-0.440171,1.453290,-0.076489,,,
544,2.266667,0.112253,1.718942,-0.157536,0.635802,1.390496,0.083590,-0.438585,1.457474,-0.075901,,,
545,2.270833,0.112292,1.718960,-0.157826,0.634425,1.394167,0.084950,-0.437036,1.461599,-0.075256,,,
546,2.275000,0.112324,1.719245,-0.157825,0.633203,1.398193,0.085552,-0.435469,1.465620,-0.074555,,,
547,2.279167,0.112338,1.719291,-0.157933,0.631486,1.401736,0.086775,-0.433900,1.469384,-0.073695,,,
548,2.283333,0.112350,1.719329,-0.158040,0.629835,1.405709,0.086588,-0.432329,1.472910,-0.072695,,,
549,2.287500,0.112386,1.719373,-0.158156,0.628272,1.409708,0.086879,-0.430752,1.476215,-0.071572,,,
550,2.291667,0.112390,1.719419,-0.158276,0.626289,1.412758,0.087960,-0.429168,1.479316,-0.070344,,,
551,2.295833,0.112433,1.719442,-0.158391,0.624802,1.416638,0.088134,-0.427575,1.482231,-0.069028,,,
552,2.300000,0.111885,1.719723,-0.158898,0.622981,1.419684,0.090189,-0.425970,1.484978,-0.067643,,,
553,2.304167,0.112023,1.719498,-0.159044,0.621268,1.423008,0.090289,-0.424351,1.487573,-0.066206,,,
554,2.308333,0.112038,1.719533,-0.159164,0.619471,1.426716,0.091514,-0.422717,1.490035,-0.064735,,,
555,2.312500,0.112088,1.719695,-0.159596,0.617673,1.429704,0.092267,-0.421064,1.492380,-0.063247,,,
556,2.316667,0.112087,1.719578,-0.159849,0.615680,1.432716,0.093239,-0.419392,1.494626,-0.061761,,,
557,2.320833,0.112112,1.719623,-0.159967,0.613872,1.437006,0.092975,-0.417698,1.496792,-0.060293,,,
558,2.325000,0.112134,1.719642,-0.160082,0.611658,1.439663,0.094117,-0.415980,1.498893,-0.058863,,,
559,2.329167,0.112138,1.719685,-0.160229,0.609821,1.442816,0.094639,-0.414236,1.500948,-0.057487,,,
560,2.333333,0.112135,1.719724,-0.160329,0.607461,1.445820,0.094341,-0.412463,1.502975,-0.056183,,,
561,2.337500,0.112146,1.719764,-0.160433,0.605638,1.449659,0.095335,-0.410660,1.504990,-0.054969,,,
562,2.341667,0.112623,1.719898,-0.160829,0.603472,1.452443,0.096282,-0.408825,1.507011,-0.053862,,,
563,2.345833,0.112630,1.719926,-0.160947,0.601109,1.455399,0.096398,-0.406955,1.509056,-0.052881,,,
564,2.350000,0.112455,1.719878,-0.160994,0.599075,1.458276,0.096442,-0.405049,1.511142,-0.052043,,,
565,2.354167,0.112438,1.719912,-0.161097,0.596827,1.462067,0.096887,-0.403103,1.513287,-0.051366,,,
566,2.358333,0.112444,1.719944,-0.161223,0.594574,1.464636,0.097891,-0.401117,1.515507,-0.050868,,,
567,2.362500,0.112453,1.719986,-0.161339,0.592261,1.467483,0.097683,-0.399088,1.517822,-0.050566,,,
568,2.366667,0.112434,1.720019,-0.161472,0.589882,1.469889,0.098236,-0.397014,1.520247,-0.050477,,,
569,2.370833,0.112497,1.720151,-0.162134,0.587367,1.473137,0.098648,-0.394893,1.522801,-0.050621,,,
570,2.375000,0.112436,1.720079,-0.162182,0.585050,1.475494,0.099708,-0.392723,1.525500,-0.051014,,,
571,2.379167,0.112437,1.720113,-0.162312,0.583031,1.478051,0.100302,-0.390501,1.528364,-0.051674,,,
572,2.383333,0.112412,1.720150,-0.162432,0.580514,1.481087,0.100381,-0.388226,1.531408,-0.052619,,,
573,2.387500,0.112393,1.720187,-0.162551,0.577833,1.483647,0.100439,-0.385896,1.534651,-0.053867,,,
574,2.391667,0.112407,1.720222,-0.162678,0.575405,1.485818,0.101569,-0.383537,1.537999,-0.055272,,,
575,2.395833,0.112375,1.720368,-0.162847,0.572683,1.488304,0.101593,-0.380963,1.541705,-0.055558,,,
576,2.400000,0.111943,1.720475,-0.163291,0.570093,1.490967,0.102469,-0.379381,1.547594,-0.055123,,,
577,2.404167,0.111940,1.720504,-0.163420,0.567677,1.493739,0.101806,-0.379244,1.556713,-0.053585,,,
578,2.408333,0.111909,1.720562,-0.163537,0.564862,1.496187,0.101701,-0.379739,1.567357,-0.051457,,,
579,2.412500,0.112037,1.720406,-0.163500,0.562239,1.498147,0.102750,-0.380055,1.577819,-0.049251,,,
580,2.416667,0.112075,1.720414,-0.163850,0.559338,1.500489,0.102655,-0.379381,1.586395,-0.047479,,,
581,2.420833,0.112047,1.720447,-0.163984,0.556458,1.502612,0.102302,-0.376905,1.591379,-0.046653,,,
582,2.425000,0.111832,1.721283,-0.164144,0.553581,1.504708,0.101947,-0.373257,1.593999,-0.046470,,,
583,2.429167,0.111719,1.721877,-0.164344,0.550709,1.506749,0.101589,-0.370916,1.596650,-0.046253,,,
584,2.433333,0.111764,1.722078,-0.164599,0.547841,1.508735,0.101227,-0.366729,1.599006,-0.046284,,,
585,2.437500,0.111906,1.722015,-0.164880,0.544975,1.510668,0.100863,-0.364382,1.601627,-0.046077,,,
586,2.441667,0.112079,1.721822,-0.165154,0.542110,1.512548,0.100495,-0.361323,1.604404,-0.045410,,,
587,2.445833,0.112221,1.721630,-0.165390,0.539245,1.514377,0.100126,-0.358873,1.606978,-0.045217,,,
588,2.450000,0.112268,1.721570,-0.165556,0.536379,1.516154,0.099754,-0.355355,1.609323,-0.045170,,,
589,2.454167,0.112246,1.721622,-0.165677,0.533509,1.517882,0.099380,-0.351574,1.611759,-0.045135,,,
590,2.458333,0.112075,1.721546,-0.165959,0.530635,1.519560,0.099004,-0.348596,1.614515,-0.044964,,,
591,2.462500,0.111970,1.721542,-0.166151,0.527756,1.521190,0.098626,-0.344799,1.616885,-0.044862,,,
592,2.466667,0.111947,1.721620,-0.166238,0.524869,1.522773,0.098247,-0.342311,1.619328,-0.044721,,,
593,2.470833,0.111923,1.721685,-0.166332,0.521974,1.524309,0.097867,-0.339061,1.621629,-0.044588,,,
594,2.475000,0.111871,1.721712,-0.166467,0.519069,1.525799,0.097486,-0.335304,1.623684,-0.044580,,,
595,2.479167,0.111402,1.722037,-0.167294,0.516153,1.527245,0.097103,-0.319654,1.633255,-0.034905,,,
596,2.483333,0.111162,1.722170,-0.167724,0.513225,1.528646,0.096720,-0.316360,1.635825,-0.034986,,,
597,2.487500,0.111206,1.722081,-0.167683,0.510283,1.530005,0.096337,-0.313242,1.637993,-0.034297,,,
598,2.491667,0.111268,1.722013,-0.167657,0.507325,1.531321,0.095954,-0.310272,1.639915,-0.034143,,,
599,2.495833,0.111251,1.722036,-0.167801,0.504351,1.532596,0.095570,-0.307113,1.641807,-0.034113,,,
600,2.500000,0.111254,1.722057,-0.168056,0.501360,1.533831,0.095187,-0.303621,1.643919,-0.033675,,,
601,2.504167,0.111246,1.722084,-0.168307,0.498349,1.535025,0.094804,-0.300579,1.646175,-0.033575,,,
602,2.508333,0.111207,1.722119,-0.168444,0.495317,1.536181,0.094421,-0.297531,1.648246,-0.033898,,,
603,2.512500,0.111178,1.722178,-0.168541,0.492263,1.537300,0.094040,-0.294178,1.650351,-0.033854,,,
604,2.516667,0.110901,1.722481,-0.168548,0.489186,1.538381,0.093659,-0.291176,1.652298,-0.034290,,,
605,2.520833,0.110902,1.722546,-0.168658,0.486084,1.539426,0.093280,-0.287977,1.654204,-0.034325,,,
606,2.525000,0.110925,1.722541,-0.168759,0.482957,1.540436,0.092902,-0.284579,1.656218,-0.034298,,,
607,2.529167,0.110949,1.722565,-0.168962,0.479801,1.541411,0.092526,-0.281444,1.658158,-0.034707,,,
608,2.533333,0.110953,1.722688,-0.169275,0.476618,1.542353,0.092151,-0.279434,1.655408,-0.025991,,,
609,2.537500,0.110903,1.722778,-0.169521,0.473404,1.543262,0.091779,-0.278352,1.648637,-0.009337,,,
610,2.541667,0.110821,1.722721,-0.169537,0.470158,1.544139,0.091409,-0.276212,1.645884,-0.000207,,,
611,2.545833,0.110792,1.722775,-0.169633,0.466880,1.544985,0.091041,-0.272880,1.647819,0.000005,,,
612,2.550000,0.110312,1.722890,-0.170059,0.463567,1.545801,0.090676,-0.270097,1.649264,-0.000603,,,
613,2.554167,0.110276,1.722924,-0.170155,0.460219,1.546588,0.090314,-0.266468,1.651110,-0.000535,,,
614,2.558333,0.110281,1.722937,-0.170464,0.456834,1.547347,0.089955,-0.263599,1.652643,-0.001595,,,
615,2.562500,0.110095,1.723177,-0.170625,0.453411,1.548078,0.089599,-0.260430,1.654037,-0.001873,,,
616,2.566667,0.110198,1.723148,-0.170684,0.449948,1.548782,0.089247,-0.257454,1.655795,-0.002321,,,
617,2.570833,0.110167,1.723188,-0.170772,0.446445,1.549461,0.088899,-0.254628,1.657524,-0.003467,,,
618,2.575000,0.110138,1.723215,-0.170871,0.442899,1.550115,0.088554,-0.251306,1.659105,-0.003156,,,
619,2.579167,0.110104,1.723250,-0.170942,0.439309,1.550745,0.088213,-0.247762,1.660110,-0.003467,,,
620,2.583333,0.110077,1.723289,-0.171010,0.435674,1.551351,0.087877,-0.243832,1.660149,-0.004910,,,
621,2.587500,0.110063,1.723325,-0.171105,0.431993,1.551935,0.087546,-0.239608,1.659500,-0.007314,,,
622,2.591667,0.110044,1.723360,-0.171170,0.428264,1.552498,0.087219,-0.235181,1.658445,-0.010508,,,
623,2.595833,0.110236,1.723499,-0.171512,0.424511,1.553051,0.086894,-0.230644,1.657264,-0.014321,,,
624,2.600000,0.110054,1.723434,-0.171522,0.421078,1.553310,0.086549,-0.226088,1.656236,-0.018582,,,
625,2.604167,0.110049,1.723576,-0.171926,0.441001,1.517913,0.068812,-0.221604,1.655643,-0.023120,,,
626,2.608333,0.110150,1.723831,-0.171964,0.438039,1.518799,0.067424,-0.217284,1.655764,-0.027764,,,
627,2.612500,0.110156,1.723861,-0.172041,0.433889,1.519827,0.068835,-0.213220,1.656879,-0.032342,,,
628,2.616667,0.110124,1.723883,-0.172104,0.431865,1.520161,0.066117,-0.209503,1.659268,-0.036685,,,
629,2.620833,0.110129,1.723918,-0.172185,0.429004,1.520415,0.064895,-0.206226,1.663212,-0.040621,,,
630,2.625000,0.110114,1.723948,-0.172249,0.424765,1.521678,0.066328,-0.203478,1.668991,-0.043978,,,
631,2.629167,0.110152,1.723929,-0.172551,0.422145,1.521413,0.064394,-0.201354,1.676885,-0.046587,,,
632,2.633333,0.109898,1.724228,-0.172489,0.419378,1.521880,0.064664,-0.199943,1.687174,-0.048275,,,
