Format Version,1.23,Take Name,Werikson_IC_Gesto_B,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2022-02-09 02.21.22.268 ,Total Frames in Take,1595,Total Exported Frames,1595,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Gesture:Head,Gesture:Head,Gesture:Head,Gesture:Left,Gesture:Left,Gesture:Left,Gesture:Right,Gesture:Right,Gesture:Right,Gesture:Teste1,Gesture:Teste1,Gesture:Teste1
,ID,"67186D7C94E311EC6E30FC7E4D48E899","67186D7C94E311EC6E30FC7E4D48E899","67186D7C94E311EC6E30FC7E4D48E899","67186D7E94E311EC6E30FC7E4D48E899","67186D7E94E311EC6E30FC7E4D48E899","67186D7E94E311EC6E30FC7E4D48E899","67186D8094E311EC6E30FC7E4D48E899","67186D8094E311EC6E30FC7E4D48E899","67186D8094E311EC6E30FC7E4D48E899","9B37ADC794E311EC6E30FC7E4D48E899","9B37ADC794E311EC6E30FC7E4D48E899","9B37ADC794E311EC6E30FC7E4D48E899"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
180,0.750000,0.074027,1.700613,-0.117306,0.442154,0.907485,-0.184401,-0.196559,0.911423,-0.240427,,,
181,0.754167,0.073969,1.700653,-0.117356,0.442477,0.907634,-0.184567,-0.196295,0.910677,-0.239676,,,
182,0.758333,0.073934,1.700707,-0.117391,0.442761,0.907709,-0.184663,-0.197251,0.911678,-0.240573,,,
183,0.762500,0.073893,1.700768,-0.117452,0.443044,0.907778,-0.184746,-0.196860,0.910915,-0.239870,,,
184,0.766667,0.073994,1.700734,-0.117662,0.443456,0.907686,-0.185132,-0.197192,0.911002,-0.239983,,,
185,0.770833,0.074107,1.701055,-0.117705,0.443826,0.907683,-0.185189,-0.197534,0.911105,-0.240064,,,
186,0.775000,0.074082,1.701125,-0.117749,0.444099,0.907752,-0.185281,-0.197870,0.911193,-0.240149,,,
187,0.779167,0.074063,1.701205,-0.117809,0.444855,0.908112,-0.185057,-0.198087,0.911200,-0.240192,,,
188,0.783333,0.074209,1.701620,-0.117871,0.445130,0.908195,-0.185131,-0.199301,0.912311,-0.241550,,,
189,0.787500,0.074283,1.701640,-0.118049,0.445411,0.908276,-0.185196,-0.199772,0.912457,-0.241601,,,
190,0.791667,0.074174,1.701938,-0.118182,0.445689,0.908357,-0.185250,-0.200190,0.912735,-0.241772,,,
191,0.795833,0.074020,1.702239,-0.118137,0.446059,0.908498,-0.185401,-0.200547,0.912841,-0.241820,,,
192,0.800000,0.074030,1.702351,-0.118195,0.446349,0.908591,-0.185459,-0.200300,0.912191,-0.241098,,,
193,0.804167,0.074080,1.702475,-0.118293,0.446638,0.908692,-0.185513,-0.200790,0.911992,-0.241066,,,
194,0.808333,0.074135,1.702596,-0.118351,0.446870,0.909079,-0.185787,-0.201376,0.912086,-0.241013,,,
195,0.812500,0.074148,1.702641,-0.118432,0.447370,0.909265,-0.185798,-0.201919,0.912253,-0.241088,,,
196,0.816667,0.074187,1.702782,-0.118519,0.447610,0.909438,-0.185729,-0.202203,0.912419,-0.241132,,,
197,0.820833,0.074381,1.703324,-0.118820,0.447863,0.909542,-0.185764,-0.202578,0.912525,-0.241178,,,
198,0.825000,0.074544,1.703386,-0.118890,0.448383,0.909832,-0.185543,-0.203757,0.913294,-0.242056,,,
199,0.829167,0.074561,1.703447,-0.118926,0.448655,0.909948,-0.185575,-0.204131,0.913414,-0.242074,,,
200,0.833333,0.075318,1.703853,-0.119249,0.448930,0.910049,-0.185608,-0.204510,0.913536,-0.242098,,,
201,0.837500,0.075209,1.704008,-0.119349,0.449300,0.910226,-0.185725,-0.204889,0.913644,-0.242125,,,
202,0.841667,0.075297,1.704148,-0.119439,0.449641,0.910231,-0.185745,-0.205632,0.913918,-0.242326,,,
203,0.845833,0.075622,1.704566,-0.119623,0.450133,0.910434,-0.185727,-0.205995,0.914026,-0.242347,,,
204,0.850000,0.075723,1.704684,-0.119922,0.450392,0.910558,-0.185750,-0.206356,0.914141,-0.242372,,,
205,0.854167,0.075815,1.704820,-0.120003,0.450655,0.910669,-0.185770,-0.206730,0.914264,-0.242392,,,
206,0.858333,0.075653,1.705052,-0.119914,0.450926,0.910800,-0.185784,-0.207207,0.914334,-0.242253,,,
207,0.862500,0.075762,1.705190,-0.120024,0.451178,0.910918,-0.185798,-0.208482,0.915882,-0.243038,,,
208,0.866667,0.075857,1.705326,-0.120116,0.451400,0.910765,-0.185952,-0.207079,0.913902,-0.241645,,,
209,0.870833,0.075951,1.705454,-0.120213,0.451640,0.910881,-0.185969,-0.209087,0.916158,-0.243093,,,
210,0.875000,0.076022,1.705576,-0.120310,0.451898,0.911005,-0.185966,-0.208848,0.914784,-0.242515,,,
211,0.879167,0.076089,1.705694,-0.120404,0.452763,0.911626,-0.185427,-0.209223,0.914915,-0.242519,,,
212,0.883333,0.076046,1.705990,-0.120570,0.453118,0.911810,-0.185506,-0.209595,0.915040,-0.242528,,,
213,0.887500,0.076120,1.706104,-0.120654,0.453353,0.911917,-0.185501,-0.210226,0.915287,-0.242722,,,
214,0.891667,0.076335,1.706456,-0.120695,0.453452,0.911813,-0.185713,-0.211460,0.916898,-0.243341,,,
215,0.895833,0.076400,1.706553,-0.121079,0.453701,0.911926,-0.185704,-0.210056,0.914699,-0.241787,,,
216,0.900000,0.076457,1.706653,-0.121159,0.453939,0.912043,-0.185687,-0.212101,0.917149,-0.243329,,,
217,0.904167,0.076961,1.707068,-0.121377,0.454172,0.912165,-0.185671,-0.210945,0.915030,-0.241804,,,
218,0.908333,0.077178,1.707494,-0.121439,0.454400,0.912275,-0.185639,-0.212995,0.917520,-0.243186,,,
219,0.912500,0.077231,1.707587,-0.121525,0.454871,0.912477,-0.185584,-0.212698,0.916356,-0.242595,,,
220,0.916667,0.077243,1.707585,-0.121541,0.455095,0.912581,-0.185539,-0.213024,0.916491,-0.242580,,,
221,0.920833,0.077368,1.707618,-0.121712,0.455313,0.912690,-0.185508,-0.213356,0.916627,-0.242551,,,
222,0.925000,0.077547,1.707597,-0.121959,0.455538,0.912789,-0.185474,-0.214226,0.918023,-0.243164,,,
223,0.929167,0.077559,1.707659,-0.122022,0.455801,0.913070,-0.185653,-0.214530,0.918148,-0.243142,,,
224,0.933333,0.077483,1.707606,-0.122050,0.456364,0.913416,-0.185436,-0.215348,0.918566,-0.243367,,,
225,0.937500,0.077526,1.707667,-0.122115,0.456580,0.913519,-0.185391,-0.215624,0.918687,-0.243352,,,
226,0.941667,0.077552,1.707728,-0.122171,0.456785,0.913608,-0.185350,-0.215901,0.918796,-0.243339,,,
227,0.945833,0.077595,1.707793,-0.122244,0.456985,0.913710,-0.185314,-0.215548,0.917502,-0.242668,,,
228,0.950000,0.077086,1.708116,-0.122693,0.457426,0.913894,-0.185226,-0.216425,0.919018,-0.243311,,,
229,0.954167,0.077281,1.708270,-0.122643,0.457614,0.913974,-0.185183,-0.216651,0.919113,-0.243322,,,
230,0.958333,0.077277,1.708317,-0.122691,0.457798,0.914059,-0.185142,-0.217246,0.919279,-0.243142,,,
231,0.962500,0.077330,1.708365,-0.122745,0.458024,0.914083,-0.185209,-0.217397,0.919415,-0.243145,,,
232,0.966667,0.077366,1.708412,-0.122806,0.458207,0.914159,-0.185171,-0.217614,0.919507,-0.243142,,,
233,0.970833,0.077419,1.708439,-0.122846,0.458387,0.914239,-0.185120,-0.217823,0.919597,-0.243141,,,
234,0.975000,0.077434,1.708472,-0.122898,0.458545,0.914310,-0.185080,-0.218007,0.919816,-0.243238,,,
235,0.979167,0.077462,1.708508,-0.122931,0.458707,0.914378,-0.185036,-0.218219,0.919899,-0.243243,,,
236,0.983333,0.077484,1.708533,-0.122975,0.458857,0.914441,-0.184988,-0.218411,0.919972,-0.243225,,,
237,0.987500,0.077486,1.708543,-0.123026,0.459010,0.914502,-0.184957,-0.218592,0.920070,-0.243231,,,
238,0.991667,0.077520,1.708563,-0.123058,0.459413,0.914752,-0.184636,-0.218775,0.920152,-0.243236,,,
239,0.995833,0.077539,1.708585,-0.123085,0.459538,0.914802,-0.184591,-0.218947,0.920223,-0.243235,,,
240,1.000000,0.077551,1.708609,-0.123100,0.459931,0.914951,-0.184516,-0.219096,0.920289,-0.243249,,,
241,1.004167,0.077582,1.708624,-0.123144,0.460039,0.914994,-0.184473,-0.219235,0.920351,-0.243239,,,
242,1.008333,0.077603,1.708628,-0.123174,0.460178,0.915044,-0.184435,-0.219876,0.920715,-0.243482,,,
243,1.012500,0.077626,1.708643,-0.123208,0.460293,0.915087,-0.184406,-0.219990,0.920757,-0.243495,,,
244,1.016667,0.077641,1.708633,-0.123229,0.460405,0.915133,-0.184375,-0.220256,0.920544,-0.243393,,,
245,1.020833,0.077651,1.708645,-0.123252,0.460602,0.915230,-0.184432,-0.220360,0.920589,-0.243400,,,
246,1.025000,0.077670,1.708649,-0.123273,0.460613,0.915223,-0.184327,-0.220428,0.920629,-0.243415,,,
247,1.029167,0.077690,1.708645,-0.123286,0.460814,0.915301,-0.184398,-0.220505,0.920651,-0.243447,,,
248,1.033333,0.077725,1.708644,-0.123303,0.460907,0.915350,-0.184383,-0.220585,0.920680,-0.243461,,,
249,1.037500,0.077724,1.708647,-0.123330,0.461064,0.915276,-0.184354,-0.220016,0.919210,-0.242743,,,
250,1.041667,0.077754,1.708697,-0.123622,0.461157,0.915314,-0.184341,-0.220059,0.919226,-0.242977,,,
251,1.045833,0.077774,1.708701,-0.123635,0.461225,0.915336,-0.184346,-0.220707,0.920775,-0.243775,,,
252,1.050000,0.077787,1.708688,-0.123653,0.461301,0.915370,-0.184322,-0.220110,0.919235,-0.243043,,,
253,1.054167,0.077804,1.708686,-0.123648,0.461372,0.915425,-0.184083,-0.220728,0.920770,-0.243835,,,
254,1.058333,0.077836,1.708674,-0.123658,0.461421,0.915412,-0.184325,-0.220111,0.919231,-0.243116,,,
255,1.062500,0.077853,1.708667,-0.123665,0.461471,0.915424,-0.184328,-0.220080,0.919207,-0.243156,,,
256,1.066667,0.077868,1.708660,-0.123656,0.461520,0.915469,-0.184094,-0.220665,0.920740,-0.243972,,,
257,1.070833,0.077893,1.708645,-0.123661,0.461563,0.915477,-0.184096,-0.220616,0.920711,-0.244018,,,
258,1.075000,0.077897,1.708568,-0.123370,0.461602,0.915451,-0.184350,-0.220574,0.920677,-0.244071,,,
259,1.079167,0.077931,1.708551,-0.123357,0.461639,0.915488,-0.184126,-0.220503,0.920636,-0.244136,,,
260,1.083333,0.077954,1.708602,-0.123653,0.461671,0.915457,-0.184388,-0.220443,0.920616,-0.244205,,,
261,1.087500,0.078150,1.708342,-0.123461,0.461690,0.915450,-0.184412,-0.220353,0.920561,-0.244260,,,
262,1.091667,0.077986,1.708504,-0.123345,0.461716,0.915455,-0.184422,-0.220283,0.920531,-0.244326,,,
263,1.095833,0.078211,1.708305,-0.123448,0.461739,0.915447,-0.184455,-0.220186,0.920468,-0.244396,,,
264,1.100000,0.078240,1.708294,-0.123434,0.461748,0.915429,-0.184494,-0.220069,0.920412,-0.244480,,,
265,1.104167,0.078257,1.708290,-0.123428,0.461768,0.915429,-0.184532,-0.219944,0.920340,-0.244554,,,
266,1.108333,0.078272,1.708262,-0.123425,0.461779,0.915407,-0.184563,-0.219118,0.918714,-0.243901,,,
267,1.112500,0.078289,1.708243,-0.123413,0.461793,0.915396,-0.184613,-0.219716,0.920204,-0.244711,,,
268,1.116667,0.078314,1.708232,-0.123391,0.461795,0.915383,-0.184658,-0.219593,0.920162,-0.244777,,,
269,1.120833,0.078241,1.708281,-0.123412,0.461798,0.915376,-0.184700,-0.218598,0.918706,-0.244193,,,
270,1.125000,0.078271,1.708272,-0.123397,0.461891,0.915282,-0.184667,-0.218568,0.918417,-0.244220,,,
271,1.129167,0.078299,1.708240,-0.123394,0.461850,0.915326,-0.184623,-0.218304,0.918548,-0.244354,,,
272,1.133333,0.078740,1.708162,-0.123067,0.461880,0.915244,-0.184782,-0.218208,0.918425,-0.244425,,,
273,1.137500,0.078762,1.708163,-0.123053,0.461748,0.915347,-0.184833,-0.218029,0.918323,-0.244514,,,
274,1.141667,0.078796,1.708152,-0.123039,0.461862,0.915197,-0.184915,-0.218253,0.919805,-0.245542,,,
275,1.145833,0.078830,1.708131,-0.123035,0.461837,0.915164,-0.184982,-0.218074,0.919700,-0.245635,,,
276,1.150000,0.078872,1.708119,-0.123018,0.461828,0.915142,-0.185064,-0.217888,0.919610,-0.245729,,,
277,1.154167,0.078883,1.708112,-0.122996,0.461800,0.915107,-0.185126,-0.216871,0.917815,-0.244799,,,
278,1.158333,0.078853,1.708162,-0.122894,0.461770,0.915068,-0.185210,-0.216667,0.917722,-0.244885,,,
279,1.162500,0.078898,1.708157,-0.122885,0.461745,0.915040,-0.185291,-0.216446,0.917468,-0.245093,,,
280,1.166667,0.078940,1.708151,-0.122875,0.461715,0.915007,-0.185371,-0.216102,0.917308,-0.245213,,,
281,1.170833,0.078969,1.708142,-0.122870,0.461823,0.915203,-0.185211,-0.215883,0.917198,-0.245322,,,
282,1.175000,0.079254,1.708127,-0.123029,0.461796,0.915166,-0.185294,-0.215675,0.917095,-0.245407,,,
283,1.179167,0.079033,1.708121,-0.122850,0.461766,0.915124,-0.185397,-0.215453,0.916980,-0.245524,,,
284,1.183333,0.079304,1.708117,-0.122993,0.461733,0.915069,-0.185496,-0.215221,0.916856,-0.245627,,,
285,1.187500,0.079346,1.708105,-0.122984,0.461665,0.915098,-0.185475,-0.214977,0.916722,-0.245730,,,
286,1.191667,0.079386,1.708092,-0.122976,0.461642,0.915060,-0.185568,-0.214805,0.916567,-0.245831,,,
287,1.195833,0.079420,1.708083,-0.122966,0.461612,0.915014,-0.185669,-0.214620,0.916379,-0.246063,,,
288,1.200000,0.079431,1.708082,-0.122952,0.461618,0.914869,-0.186135,-0.214203,0.916251,-0.246288,,,
289,1.204167,0.079470,1.708075,-0.122943,0.461593,0.914820,-0.186241,-0.213990,0.916131,-0.246383,,,
290,1.208333,0.079489,1.708062,-0.122937,0.461542,0.914858,-0.186239,-0.213766,0.915998,-0.246493,,,
291,1.212500,0.079677,1.707858,-0.122854,0.461260,0.914644,-0.186599,-0.213412,0.915838,-0.246631,,,
292,1.216667,0.079557,1.708045,-0.122912,0.461247,0.914605,-0.186698,-0.213184,0.915721,-0.246733,,,
293,1.220833,0.079740,1.707842,-0.122842,0.461231,0.914568,-0.186811,-0.212976,0.915614,-0.246844,,,
294,1.225000,0.079614,1.708029,-0.122894,0.461208,0.914531,-0.186920,-0.212743,0.915485,-0.246945,,,
295,1.229167,0.079777,1.707825,-0.122812,0.461200,0.914502,-0.187031,-0.212522,0.915383,-0.247052,,,
296,1.233333,0.079831,1.707806,-0.122800,0.461014,0.913881,-0.187628,-0.212304,0.915267,-0.247161,,,
297,1.237500,0.079832,1.707801,-0.122790,0.460996,0.913849,-0.187731,-0.212100,0.915170,-0.247263,,,
298,1.241667,0.079856,1.707800,-0.122771,0.460986,0.913819,-0.187839,-0.211955,0.915037,-0.247345,,,
299,1.245833,0.079891,1.707791,-0.122757,0.460974,0.913786,-0.187945,-0.211768,0.914949,-0.247457,,,
300,1.250000,0.080117,1.707771,-0.122757,0.460967,0.913758,-0.188052,-0.211573,0.914848,-0.247550,,,
301,1.254167,0.080158,1.707768,-0.122750,0.460949,0.913734,-0.188142,-0.211390,0.914759,-0.247649,,,
302,1.258333,0.080182,1.707746,-0.122731,0.460955,0.913717,-0.188233,-0.211019,0.914668,-0.247880,,,
303,1.262500,0.080192,1.707744,-0.122724,0.460952,0.913690,-0.188335,-0.210840,0.914580,-0.247980,,,
304,1.266667,0.080240,1.707734,-0.122719,0.460959,0.913662,-0.188431,-0.210529,0.914444,-0.248108,,,
305,1.270833,0.080410,1.708015,-0.122678,0.461059,0.913667,-0.188866,-0.210363,0.914363,-0.248215,,,
306,1.275000,0.080452,1.707995,-0.122673,0.461072,0.913660,-0.188966,-0.210297,0.914372,-0.248315,,,
307,1.279167,0.080315,1.707722,-0.122680,0.461099,0.913651,-0.189057,-0.210136,0.914301,-0.248408,,,
308,1.283333,0.080475,1.707997,-0.122637,0.461117,0.913645,-0.189149,-0.209988,0.914239,-0.248505,,,
309,1.287500,0.080522,1.707986,-0.122624,0.461145,0.913636,-0.189245,-0.209847,0.914178,-0.248589,,,
310,1.291667,0.080532,1.707989,-0.122616,0.461187,0.913643,-0.189347,-0.209726,0.914120,-0.248669,,,
311,1.295833,0.080572,1.707981,-0.122596,0.461233,0.913657,-0.189432,-0.209515,0.914008,-0.248737,,,
312,1.300000,0.080605,1.707963,-0.122599,0.461282,0.913659,-0.189519,-0.209405,0.913950,-0.248824,,,
313,1.304167,0.080631,1.707960,-0.122574,0.461343,0.913681,-0.189601,-0.209318,0.913928,-0.248916,,,
314,1.308333,0.080680,1.707952,-0.122550,0.461397,0.913678,-0.189696,-0.209235,0.913886,-0.248994,,,
315,1.312500,0.080718,1.707939,-0.122546,0.461467,0.913696,-0.189786,-0.209235,0.913828,-0.249066,,,
316,1.316667,0.080765,1.707929,-0.122530,0.461538,0.913709,-0.189873,-0.209180,0.913805,-0.249134,,,
317,1.320833,0.080816,1.707926,-0.122504,0.461619,0.913732,-0.189941,-0.209143,0.913785,-0.249204,,,
318,1.325000,0.080853,1.707914,-0.122486,0.461707,0.913760,-0.190016,-0.209131,0.913793,-0.249270,,,
319,1.329167,0.080904,1.707907,-0.122453,0.461802,0.913779,-0.190097,-0.209131,0.913795,-0.249341,,,
320,1.333333,0.080961,1.707897,-0.122436,0.462047,0.914066,-0.189904,-0.209146,0.913809,-0.249394,,,
321,1.337500,0.081028,1.707876,-0.122425,0.462172,0.914061,-0.190231,-0.209193,0.913833,-0.249447,,,
322,1.341667,0.081083,1.707861,-0.122411,0.462268,0.914410,-0.190518,-0.209245,0.913876,-0.249697,,,
323,1.345833,0.081320,1.707650,-0.122487,0.462661,0.914550,-0.190524,-0.209319,0.913923,-0.249749,,,
324,1.350000,0.081220,1.707829,-0.122352,0.462819,0.914600,-0.190577,-0.209426,0.913976,-0.249780,,,
325,1.354167,0.081470,1.707614,-0.122429,0.463081,0.914703,-0.190708,-0.209535,0.914039,-0.249809,,,
326,1.358333,0.081442,1.707673,-0.122418,0.463270,0.914758,-0.190750,-0.209682,0.914115,-0.249835,,,
327,1.362500,0.081528,1.707658,-0.122394,0.463490,0.914832,-0.190783,-0.209867,0.914222,-0.249857,,,
328,1.366667,0.081610,1.707640,-0.122366,0.463698,0.914912,-0.190826,-0.209988,0.914356,-0.249879,,,
329,1.370833,0.081703,1.707613,-0.122332,0.464181,0.915155,-0.190604,-0.210221,0.914490,-0.249876,,,
330,1.375000,0.082180,1.707526,-0.121991,0.464556,0.915079,-0.190707,-0.210452,0.914609,-0.249877,,,
331,1.379167,0.082255,1.707501,-0.121952,0.464825,0.915172,-0.190734,-0.210711,0.914736,-0.249891,,,
332,1.383333,0.082354,1.707481,-0.121918,0.465373,0.915376,-0.190686,-0.211136,0.914935,-0.249852,,,
333,1.387500,0.082376,1.707516,-0.121775,0.465747,0.915414,-0.190590,-0.211456,0.915084,-0.249829,,,
334,1.391667,0.082468,1.707503,-0.121757,0.466024,0.915588,-0.190481,-0.212088,0.916622,-0.250609,,,
335,1.395833,0.082887,1.707400,-0.121719,0.466364,0.915704,-0.190475,-0.212161,0.915426,-0.249789,,,
336,1.400000,0.082974,1.707389,-0.121698,0.466813,0.915898,-0.190527,-0.212867,0.915811,-0.249671,,,
337,1.404167,0.083086,1.707361,-0.121681,0.467416,0.916196,-0.190251,-0.213516,0.916098,-0.249850,,,
338,1.408333,0.083187,1.707343,-0.121648,0.468047,0.916436,-0.190160,-0.213950,0.916312,-0.249807,,,
339,1.412500,0.083322,1.707322,-0.121347,0.468447,0.916592,-0.190135,-0.214390,0.916535,-0.249726,,,
340,1.416667,0.083421,1.707294,-0.121336,0.469059,0.916452,-0.190139,-0.214852,0.916833,-0.249736,,,
341,1.420833,0.083514,1.707304,-0.121124,0.469504,0.916613,-0.190075,-0.215375,0.917094,-0.249669,,,
342,1.425000,0.083640,1.707271,-0.121100,0.469902,0.916818,-0.189962,-0.215941,0.917358,-0.249596,,,
343,1.429167,0.083745,1.707254,-0.121079,0.470865,0.917257,-0.189580,-0.216960,0.917500,-0.249293,,,
344,1.433333,0.083769,1.707301,-0.121081,0.471406,0.917548,-0.189466,-0.217546,0.917787,-0.249214,,,
345,1.437500,0.083909,1.707269,-0.121066,0.471910,0.917739,-0.189359,-0.218192,0.918102,-0.249118,,,
346,1.441667,0.084022,1.707254,-0.121028,0.472440,0.917970,-0.188976,-0.219030,0.918555,-0.249234,,,
347,1.445833,0.084136,1.707224,-0.121034,0.473233,0.918339,-0.188591,-0.220196,0.920392,-0.249902,,,
348,1.450000,0.084379,1.706931,-0.121085,0.474172,0.918506,-0.188490,-0.220754,0.919307,-0.248818,,,
349,1.454167,0.084504,1.706913,-0.121064,0.474747,0.918711,-0.188337,-0.221624,0.919851,-0.248764,,,
350,1.458333,0.084631,1.706879,-0.121037,0.475443,0.918995,-0.188241,-0.222411,0.920212,-0.248596,,,
351,1.462500,0.085093,1.706773,-0.121015,0.476559,0.919496,-0.187758,-0.223164,0.920670,-0.248451,,,
352,1.466667,0.085259,1.706749,-0.120993,0.477142,0.919807,-0.187458,-0.224602,0.922649,-0.249328,,,
353,1.470833,0.085673,1.706701,-0.121159,0.477792,0.920070,-0.187253,-0.225811,0.923298,-0.248917,,,
354,1.475000,0.086258,1.706504,-0.120790,0.478478,0.919959,-0.187322,-0.226547,0.923769,-0.248759,,,
355,1.479167,0.086360,1.706547,-0.120673,0.479793,0.920742,-0.186351,-0.227401,0.924219,-0.248602,,,
356,1.483333,0.086509,1.706519,-0.120661,0.480577,0.921358,-0.185981,-0.228622,0.924878,-0.248354,,,
357,1.487500,0.086677,1.706488,-0.120648,0.481142,0.921756,-0.186152,-0.230018,0.925662,-0.248390,,,
358,1.491667,0.086851,1.706464,-0.120641,0.482459,0.922602,-0.185252,-0.230796,0.926177,-0.248214,,,
359,1.495833,0.087013,1.706435,-0.120617,0.483398,0.922662,-0.184980,-0.231779,0.926707,-0.247988,,,
360,1.500000,0.087180,1.706415,-0.120611,0.484063,0.922792,-0.184868,-0.233121,0.927307,-0.247606,,,
361,1.504167,0.087338,1.706401,-0.120597,0.485533,0.923487,-0.183810,-0.234037,0.927899,-0.247430,,,
362,1.508333,0.087719,1.706355,-0.120591,0.486392,0.923885,-0.183560,-0.235669,0.928479,-0.247303,,,
363,1.512500,0.087907,1.706348,-0.120580,0.486978,0.924144,-0.183258,-0.237041,0.929114,-0.246888,,,
364,1.516667,0.088094,1.706325,-0.120564,0.488530,0.924810,-0.182515,-0.238066,0.929930,-0.246579,,,
365,1.520833,0.088448,1.706135,-0.120673,0.489242,0.925001,-0.182346,-0.239169,0.930540,-0.246351,,,
366,1.525000,0.088661,1.706119,-0.120664,0.490700,0.925891,-0.181224,-0.241126,0.931514,-0.246121,,,
367,1.529167,0.088852,1.706107,-0.120657,0.491421,0.926107,-0.181019,-0.242114,0.932184,-0.245885,,,
368,1.533333,0.089017,1.706083,-0.120655,0.492320,0.926641,-0.180561,-0.243255,0.932857,-0.245593,,,
369,1.537500,0.089229,1.706068,-0.120663,0.493804,0.927183,-0.179955,-0.244750,0.933727,-0.245251,,,
370,1.541667,0.089401,1.706039,-0.120657,0.494694,0.927934,-0.179074,-0.246296,0.934707,-0.245192,,,
371,1.545833,0.089750,1.706355,-0.120653,0.496175,0.928868,-0.178114,-0.247508,0.935415,-0.244871,,,
372,1.550000,0.090662,1.706615,-0.120272,0.496971,0.929130,-0.177846,-0.249101,0.936381,-0.244308,,,
373,1.554167,0.091139,1.706588,-0.120472,0.498536,0.930202,-0.176836,-0.250265,0.937189,-0.243998,,,
374,1.558333,0.091312,1.706561,-0.120501,0.499340,0.930536,-0.176300,-0.252353,0.938299,-0.243698,,,
375,1.562500,0.091502,1.706566,-0.120501,0.500899,0.931134,-0.175620,-0.253511,0.939099,-0.243370,,,
376,1.566667,0.091712,1.706565,-0.120531,0.501824,0.931670,-0.175095,-0.255169,0.939982,-0.242833,,,
377,1.570833,0.091892,1.706558,-0.120558,0.503265,0.932521,-0.174035,-0.256364,0.940849,-0.242503,,,
378,1.575000,0.092068,1.706560,-0.120567,0.504214,0.933518,-0.173691,-0.258465,0.942892,-0.242494,,,
379,1.579167,0.092252,1.706572,-0.120600,0.505797,0.934834,-0.172451,-0.260109,0.943765,-0.241934,,,
380,1.583333,0.092419,1.706573,-0.120619,0.506629,0.935254,-0.171862,-0.261350,0.944680,-0.241553,,,
381,1.587500,0.092588,1.706562,-0.120667,0.508414,0.935731,-0.171013,-0.263573,0.945948,-0.241223,,,
382,1.591667,0.092930,1.706432,-0.120818,0.509380,0.936366,-0.170416,-0.264819,0.946845,-0.240819,,,
383,1.595833,0.093296,1.706264,-0.120998,0.510935,0.937442,-0.169247,-0.266782,0.947747,-0.239997,,,
384,1.600000,0.093458,1.706252,-0.121040,0.511898,0.938353,-0.168433,-0.268045,0.948709,-0.239580,,,
385,1.604167,0.093635,1.706268,-0.121090,0.513382,0.939282,-0.167539,-0.270332,0.950061,-0.239213,,,
386,1.608333,0.093790,1.706280,-0.121137,0.514362,0.940002,-0.166651,-0.271653,0.951051,-0.238774,,,
387,1.612500,0.093950,1.706283,-0.121192,0.515531,0.941983,-0.166622,-0.273173,0.952208,-0.238195,,,
388,1.616667,0.094111,1.706290,-0.121262,0.517090,0.941578,-0.165268,-0.275371,0.953659,-0.237832,,,
389,1.620833,0.094532,1.706303,-0.121533,0.517553,0.942412,-0.163076,-0.276810,0.954654,-0.237320,,,
390,1.625000,0.094666,1.706321,-0.121595,0.519497,0.943996,-0.163399,-0.278559,0.955794,-0.236692,,,
391,1.629167,0.094802,1.706333,-0.121664,0.521030,0.945029,-0.162445,-0.280606,0.957297,-0.236131,,,
392,1.633333,0.094950,1.706356,-0.121734,0.522390,0.945952,-0.161201,-0.282300,0.958431,-0.235462,,,
393,1.637500,0.095085,1.706371,-0.121807,0.523800,0.946917,-0.160564,-0.283817,0.959522,-0.234934,,,
394,1.641667,0.095431,1.706385,-0.121889,0.525182,0.948010,-0.159308,-0.285813,0.960690,-0.234333,,,
395,1.645833,0.095570,1.706418,-0.121967,0.526470,0.948919,-0.158557,-0.287606,0.962732,-0.233953,,,
396,1.650000,0.095709,1.706437,-0.122044,0.527972,0.950359,-0.157808,-0.289355,0.963946,-0.233250,,,
397,1.654167,0.095854,1.706464,-0.122139,0.529292,0.951581,-0.156736,-0.291246,0.965165,-0.232514,,,
398,1.658333,0.095983,1.706484,-0.122237,0.530597,0.952831,-0.155773,-0.293235,0.966863,-0.232120,,,
399,1.662500,0.096122,1.706519,-0.122302,0.531855,0.953979,-0.154483,-0.294963,0.968358,-0.231471,,,
400,1.666667,0.096426,1.706848,-0.122392,0.533300,0.954895,-0.153612,-0.296458,0.969605,-0.230888,,,
401,1.670833,0.096590,1.706841,-0.122675,0.534722,0.956075,-0.152311,-0.298940,0.971422,-0.230272,,,
402,1.675000,0.096582,1.707058,-0.122850,0.536400,0.957289,-0.151370,-0.300385,0.972690,-0.229643,,,
403,1.679167,0.096841,1.706915,-0.122894,0.537687,0.958657,-0.150581,-0.302217,0.974074,-0.228861,,,
404,1.683333,0.097083,1.707132,-0.123556,0.538990,0.959726,-0.149592,-0.304112,0.975529,-0.228185,,,
